ORDER_ID|CUSTOMER_ID|PRODUCT_ID|ORDER_DATE|SHIP_DATE|QUANTITY|UNIT_PRICE|DISCOUNT|TAX|NET_AMOUNT|STATUS|PAYMENT_MODE|CITY|STATE|COUNTRY
455|10131|48|2026-07-01|2026-07-03|5|93.92|12.93|16.91|469.6|SHIPPED|CASH|Hyderabad|TS|India
456|10227|23|2026-07-01|2026-07-03|6|344.5|11.17|62.01|2067.0|SHIPPED|UPI|Pune|TS|India
457|10599|19|2026-07-01|2026-07-03|6|217.26|23.19|39.11|1303.56|SHIPPED|CARD|Pune|TS|India
458|10597|38|2026-07-01|2026-07-03|1|439.88|47.22|79.18|439.88|SHIPPED|CARD|Pune|TS|India
459|10888|44|2026-07-01|2026-07-03|4|275.21|19.08|49.54|1100.84|SHIPPED|UPI|Pune|TS|India
460|10154|9|2026-07-01|2026-07-03|1|441.88|49.62|79.54|441.88|SHIPPED|UPI|Pune|TS|India
461|10468|10|2026-07-01|2026-07-03|10|451.78|15.82|81.32|4517.8|SHIPPED|CASH|Hyderabad|TS|India
462|10646|12|2026-07-01|2026-07-03|2|269.41|15.67|48.49|538.82|SHIPPED|CARD|Hyderabad|TS|India
463|10779|50|2026-07-01|2026-07-03|8|173.09|8.43|31.16|1384.72|SHIPPED|CARD|Pune|TS|India
464|10444|41|2026-07-01|2026-07-03|2|108.23|21.47|19.48|216.46|SHIPPED|UPI|Pune|TS|India
465|10546|13|2026-07-01|2026-07-03|7|52.1|36.53|9.38|364.7|SHIPPED|CARD|Pune|TS|India
466|10692|1|2026-07-01|2026-07-03|9|135.76|31.33|24.44|1221.84|SHIPPED|CARD|Hyderabad|TS|India
467|10105|25|2026-07-01|2026-07-03|6|190.44|25.17|34.28|1142.64|SHIPPED|UPI|Hyderabad|TS|India
468|10305|19|2026-07-01|2026-07-03|2|420.73|22.8|75.73|841.46|SHIPPED|CASH|Chennai|TS|India
469|10909|44|2026-07-01|2026-07-03|9|202.03|49.77|36.37|1818.27|SHIPPED|UPI|Pune|TS|India
470|10168|26|2026-07-01|2026-07-03|6|387.55|0.96|69.76|2325.3|SHIPPED|CARD|Chennai|TS|India
471|10022|38|2026-07-01|2026-07-03|3|145.04|25.23|26.11|435.12|SHIPPED|CARD|Pune|TS|India
472|10655|17|2026-07-01|2026-07-03|1|218.84|38.56|39.39|218.84|SHIPPED|CASH|Hyderabad|TS|India
473|10677|7|2026-07-01|2026-07-03|10|497.61|32.68|89.57|4976.1|SHIPPED|CARD|Hyderabad|TS|India
474|10389|8|2026-07-01|2026-07-03|2|237.55|27.36|42.76|475.1|SHIPPED|UPI|Chennai|TS|India
475|10702|41|2026-07-01|2026-07-03|3|142.47|0.47|25.64|427.41|SHIPPED|UPI|Chennai|TS|India
476|10276|40|2026-07-01|2026-07-03|2|348.12|30.28|62.66|696.24|SHIPPED|CARD|Pune|TS|India
477|10632|8|2026-07-01|2026-07-03|2|280.21|14.14|50.44|560.42|SHIPPED|CARD|Pune|TS|India
478|10796|17|2026-07-01|2026-07-03|4|324.05|41.57|58.33|1296.2|SHIPPED|CARD|Pune|TS|India
479|10040|36|2026-07-01|2026-07-03|7|182.91|24.82|32.92|1280.37|SHIPPED|CARD|Chennai|TS|India
480|10002|1|2026-07-01|2026-07-03|8|198.77|33.58|35.78|1590.16|SHIPPED|CARD|Chennai|TS|India
481|10092|50|2026-07-01|2026-07-03|8|117.12|25.59|21.08|936.96|SHIPPED|CASH|Chennai|TS|India
482|10659|15|2026-07-01|2026-07-03|2|457.15|22.84|82.29|914.3|SHIPPED|UPI|Pune|TS|India
483|10832|12|2026-07-01|2026-07-03|8|72.54|43.71|13.06|580.32|SHIPPED|UPI|Pune|TS|India
484|10118|7|2026-07-01|2026-07-03|6|241.7|42.56|43.51|1450.2|SHIPPED|CARD|Hyderabad|TS|India
485|10174|22|2026-07-01|2026-07-03|3|348.51|17.88|62.73|1045.53|SHIPPED|UPI|Chennai|TS|India
486|10095|24|2026-07-01|2026-07-03|5|445.31|40.75|80.16|2226.55|SHIPPED|CARD|Hyderabad|TS|India
487|10467|18|2026-07-01|2026-07-03|7|230.11|41.79|41.42|1610.77|SHIPPED|CASH|Pune|TS|India
488|10816|11|2026-07-01|2026-07-03|7|341.98|5.65|61.56|2393.86|SHIPPED|CASH|Chennai|TS|India
489|10864|11|2026-07-01|2026-07-03|1|491.71|5.19|88.51|491.71|SHIPPED|CASH|Pune|TS|India
490|10185|40|2026-07-01|2026-07-03|10|355.28|18.99|63.95|3552.8|SHIPPED|UPI|Chennai|TS|India
491|10901|47|2026-07-01|2026-07-03|1|438.16|48.67|78.87|438.16|SHIPPED|CARD|Pune|TS|India
492|10421|29|2026-07-01|2026-07-03|8|100.82|2.3|18.15|806.56|SHIPPED|UPI|Chennai|TS|India
493|10889|44|2026-07-01|2026-07-03|6|55.56|26.24|10.0|333.36|SHIPPED|CASH|Chennai|TS|India
494|10978|43|2026-07-01|2026-07-03|10|150.79|43.66|27.14|1507.9|SHIPPED|CASH|Chennai|TS|India
495|10677|47|2026-07-01|2026-07-03|10|92.86|12.43|16.71|928.6|SHIPPED|UPI|Chennai|TS|India
496|10846|36|2026-07-01|2026-07-03|7|116.89|44.6|21.04|818.23|SHIPPED|CASH|Hyderabad|TS|India
497|10160|33|2026-07-01|2026-07-03|1|339.53|42.44|61.12|339.53|SHIPPED|UPI|Hyderabad|TS|India
498|10328|16|2026-07-01|2026-07-03|2|388.14|16.54|69.87|776.28|SHIPPED|UPI|Hyderabad|TS|India
499|10658|25|2026-07-01|2026-07-03|9|150.22|20.16|27.04|1351.98|SHIPPED|CARD|Hyderabad|TS|India
500|10586|29|2026-07-01|2026-07-03|8|249.88|4.4|44.98|1999.04|SHIPPED|UPI|Pune|TS|India
501|10509|48|2026-07-01|2026-07-03|6|103.42|32.67|18.62|620.52|SHIPPED|CARD|Pune|TS|India
502|10562|1|2026-07-01|2026-07-03|7|66.12|41.3|11.9|462.84|SHIPPED|CASH|Chennai|TS|India
503|10575|14|2026-07-01|2026-07-03|5|450.55|32.73|81.1|2252.75|SHIPPED|UPI|Pune|TS|India
504|10836|15|2026-07-01|2026-07-03|6|421.39|42.22|75.85|2528.34|SHIPPED|UPI|Chennai|TS|India
505|10733|43|2026-07-01|2026-07-03|10|319.98|18.16|57.6|3199.8|SHIPPED|UPI|Hyderabad|TS|India
506|10227|1|2026-07-01|2026-07-03|2|391.69|17.07|70.5|783.38|SHIPPED|CASH|Pune|TS|India
507|10718|7|2026-07-01|2026-07-03|9|284.89|2.29|51.28|2564.01|SHIPPED|CARD|Pune|TS|India
508|10760|47|2026-07-01|2026-07-03|3|419.83|20.46|75.57|1259.49|SHIPPED|UPI|Chennai|TS|India
509|10952|26|2026-07-01|2026-07-03|4|134.39|10.78|24.19|537.56|SHIPPED|CARD|Chennai|TS|India
510|10424|3|2026-07-01|2026-07-03|6|98.49|46.33|17.73|590.94|SHIPPED|CASH|Chennai|TS|India
511|10461|30|2026-07-01|2026-07-03|2|397.47|32.92|71.54|794.94|SHIPPED|CASH|Hyderabad|TS|India
512|10753|4|2026-07-01|2026-07-03|8|51.95|27.66|9.35|415.6|SHIPPED|UPI|Chennai|TS|India
513|10799|12|2026-07-01|2026-07-03|8|465.97|34.59|83.87|3727.76|SHIPPED|CARD|Chennai|TS|India
514|10673|39|2026-07-01|2026-07-03|3|96.6|30.31|17.39|289.8|SHIPPED|UPI|Chennai|TS|India
515|10623|45|2026-07-01|2026-07-03|7|238.4|38.12|42.91|1668.8|SHIPPED|UPI|Pune|TS|India
516|10463|9|2026-07-01|2026-07-03|6|486.72|6.91|87.61|2920.32|SHIPPED|CASH|Chennai|TS|India
517|10718|36|2026-07-01|2026-07-03|9|184.51|43.04|33.21|1660.59|SHIPPED|CASH|Chennai|TS|India
518|10205|14|2026-07-01|2026-07-03|9|334.66|31.21|60.24|3011.94|SHIPPED|UPI|Chennai|TS|India
519|10135|46|2026-07-01|2026-07-03|6|464.54|32.5|83.62|2787.24|SHIPPED|CARD|Chennai|TS|India
520|10330|46|2026-07-01|2026-07-03|9|362.44|5.77|65.24|3261.96|SHIPPED|UPI|Chennai|TS|India
521|10965|43|2026-07-01|2026-07-03|8|312.26|35.51|56.21|2498.08|SHIPPED|CASH|Chennai|TS|India
522|10867|28|2026-07-01|2026-07-03|9|178.67|40.42|32.16|1608.03|SHIPPED|CASH|Hyderabad|TS|India
523|10054|43|2026-07-01|2026-07-03|1|221.39|2.83|39.85|221.39|SHIPPED|UPI|Hyderabad|TS|India
524|10149|4|2026-07-01|2026-07-03|5|357.53|34.53|64.36|1787.65|SHIPPED|UPI|Hyderabad|TS|India
525|10833|29|2026-07-01|2026-07-03|9|64.54|5.12|11.62|580.86|SHIPPED|CASH|Chennai|TS|India
526|10760|42|2026-07-01|2026-07-03|9|439.18|28.06|79.05|3952.62|SHIPPED|CARD|Chennai|TS|India
527|10048|25|2026-07-01|2026-07-03|5|361.82|19.38|65.13|1809.1|SHIPPED|CASH|Pune|TS|India
528|10761|17|2026-07-01|2026-07-03|9|74.21|10.15|13.36|667.89|SHIPPED|UPI|Hyderabad|TS|India
529|10559|48|2026-07-01|2026-07-03|6|389.8|30.17|70.16|2338.8|SHIPPED|CASH|Hyderabad|TS|India
530|10699|5|2026-07-01|2026-07-03|5|251.97|9.35|45.35|1259.85|SHIPPED|CARD|Chennai|TS|India
531|10041|28|2026-07-01|2026-07-03|9|103.71|13.96|18.67|933.39|SHIPPED|UPI|Hyderabad|TS|India
532|10261|1|2026-07-01|2026-07-03|3|312.79|16.53|56.3|938.37|SHIPPED|CASH|Hyderabad|TS|India
533|10330|39|2026-07-01|2026-07-03|1|119.17|2.54|21.45|119.17|SHIPPED|CASH|Chennai|TS|India
534|10586|36|2026-07-01|2026-07-03|5|270.75|17.9|48.73|1353.75|SHIPPED|CASH|Pune|TS|India
535|10188|34|2026-07-01|2026-07-03|9|148.98|3.41|26.82|1340.82|SHIPPED|CASH|Hyderabad|TS|India
536|10413|6|2026-07-01|2026-07-03|7|294.39|17.47|52.99|2060.73|SHIPPED|CARD|Chennai|TS|India
537|10300|14|2026-07-01|2026-07-03|6|198.98|47.52|35.82|1193.88|SHIPPED|CASH|Chennai|TS|India
538|10843|49|2026-07-01|2026-07-03|8|498.48|49.06|89.73|3987.84|SHIPPED|CARD|Hyderabad|TS|India
539|10926|42|2026-07-01|2026-07-03|6|250.55|30.69|45.1|1503.3|SHIPPED|CASH|Hyderabad|TS|India
540|10328|25|2026-07-01|2026-07-03|1|357.15|45.8|64.29|357.15|SHIPPED|CARD|Pune|TS|India
541|10289|2|2026-07-01|2026-07-03|5|293.11|45.57|52.76|1465.55|SHIPPED|UPI|Chennai|TS|India
542|10044|19|2026-07-01|2026-07-03|9|250.5|44.91|45.09|2254.5|SHIPPED|CARD|Pune|TS|India
543|10098|11|2026-07-01|2026-07-03|9|87.06|48.58|15.67|783.54|SHIPPED|CASH|Chennai|TS|India
544|10215|43|2026-07-01|2026-07-03|1|332.12|31.48|59.78|332.12|SHIPPED|CARD|Chennai|TS|India
545|10210|35|2026-07-01|2026-07-03|7|426.05|41.44|76.69|2982.35|SHIPPED|CASH|Pune|TS|India
546|10157|2|2026-07-01|2026-07-03|2|386.1|22.96|69.5|772.2|SHIPPED|UPI|Hyderabad|TS|India
547|10182|17|2026-07-01|2026-07-03|2|82.96|27.9|14.93|165.92|SHIPPED|CASH|Hyderabad|TS|India
548|10461|41|2026-07-01|2026-07-03|5|233.43|20.22|42.02|1167.15|SHIPPED|UPI|Hyderabad|TS|India
549|10547|1|2026-07-01|2026-07-03|7|352.98|32.07|63.54|2470.86|SHIPPED|CASH|Hyderabad|TS|India
550|10868|5|2026-07-01|2026-07-03|10|70.48|17.89|12.69|704.8|SHIPPED|CASH|Hyderabad|TS|India
551|10308|39|2026-07-01|2026-07-03|5|404.1|4.33|72.74|2020.5|SHIPPED|UPI|Pune|TS|India
552|10031|31|2026-07-01|2026-07-03|7|419.96|7.82|75.59|2939.72|SHIPPED|CARD|Hyderabad|TS|India
553|10869|35|2026-07-01|2026-07-03|7|408.55|14.75|73.54|2859.85|SHIPPED|CASH|Hyderabad|TS|India
554|10936|47|2026-07-01|2026-07-03|5|354.78|32.4|63.86|1773.9|SHIPPED|CARD|Chennai|TS|India
555|10042|1|2026-07-01|2026-07-03|9|113.62|28.64|20.45|1022.58|SHIPPED|UPI|Chennai|TS|India
556|10312|14|2026-07-01|2026-07-03|9|476.14|37.41|85.71|4285.26|SHIPPED|CASH|Pune|TS|India
557|10661|33|2026-07-01|2026-07-03|4|235.69|7.12|42.42|942.76|SHIPPED|CARD|Hyderabad|TS|India
558|10198|8|2026-07-01|2026-07-03|10|425.64|9.07|76.62|4256.4|SHIPPED|CASH|Hyderabad|TS|India
559|10562|5|2026-07-01|2026-07-03|9|257.57|14.53|46.36|2318.13|SHIPPED|CARD|Pune|TS|India
560|10594|32|2026-07-01|2026-07-03|2|138.84|47.58|24.99|277.68|SHIPPED|UPI|Hyderabad|TS|India
561|10634|5|2026-07-01|2026-07-03|4|95.02|45.01|17.1|380.08|SHIPPED|UPI|Pune|TS|India
562|10675|20|2026-07-01|2026-07-03|8|197.76|34.67|35.6|1582.08|SHIPPED|CARD|Chennai|TS|India
563|10323|28|2026-07-01|2026-07-03|10|214.02|8.43|38.52|2140.2|SHIPPED|UPI|Hyderabad|TS|India
564|10656|28|2026-07-01|2026-07-03|4|370.49|13.83|66.69|1481.96|SHIPPED|UPI|Hyderabad|TS|India
565|10473|29|2026-07-01|2026-07-03|6|445.05|17.94|80.11|2670.3|SHIPPED|UPI|Pune|TS|India
566|10661|39|2026-07-01|2026-07-03|9|98.97|4.1|17.81|890.73|SHIPPED|UPI|Hyderabad|TS|India
567|10751|41|2026-07-01|2026-07-03|9|138.39|3.82|24.91|1245.51|SHIPPED|CARD|Hyderabad|TS|India
568|10832|38|2026-07-01|2026-07-03|9|334.23|28.95|60.16|3008.07|SHIPPED|CASH|Hyderabad|TS|India
569|10556|35|2026-07-01|2026-07-03|1|298.22|23.61|53.68|298.22|SHIPPED|CARD|Pune|TS|India
570|10790|38|2026-07-01|2026-07-03|7|150.49|36.66|27.09|1053.43|SHIPPED|UPI|Hyderabad|TS|India
571|10092|26|2026-07-01|2026-07-03|8|275.51|18.19|49.59|2204.08|SHIPPED|CARD|Chennai|TS|India
572|10825|40|2026-07-01|2026-07-03|4|431.59|34.21|77.69|1726.36|SHIPPED|CASH|Hyderabad|TS|India
573|10579|37|2026-07-01|2026-07-03|8|121.65|32.97|21.9|973.2|SHIPPED|CARD|Chennai|TS|India
574|10041|15|2026-07-01|2026-07-03|8|472.63|38.07|85.07|3781.04|SHIPPED|CARD|Hyderabad|TS|India
575|10043|43|2026-07-01|2026-07-03|5|216.25|10.34|38.92|1081.25|SHIPPED|UPI|Pune|TS|India
576|10902|3|2026-07-01|2026-07-03|8|463.06|2.0|83.35|3704.48|SHIPPED|CASH|Pune|TS|India
577|10533|41|2026-07-01|2026-07-03|2|366.68|41.48|66.0|733.36|SHIPPED|CASH|Pune|TS|India
578|10178|25|2026-07-01|2026-07-03|10|294.96|32.68|53.09|2949.6|SHIPPED|UPI|Chennai|TS|India
579|10385|15|2026-07-01|2026-07-03|2|282.5|25.82|50.85|565.0|SHIPPED|UPI|Pune|TS|India
580|10908|39|2026-07-01|2026-07-03|8|406.7|0.33|73.21|3253.6|SHIPPED|CARD|Pune|TS|India
581|10526|42|2026-07-01|2026-07-03|3|153.5|14.04|27.63|460.5|SHIPPED|CARD|Hyderabad|TS|India
582|10734|8|2026-07-01|2026-07-03|3|213.0|33.06|38.34|639.0|SHIPPED|UPI|Pune|TS|India
583|10490|31|2026-07-01|2026-07-03|2|266.68|10.54|48.0|533.36|SHIPPED|CARD|Chennai|TS|India
584|10044|9|2026-07-01|2026-07-03|7|60.1|28.67|10.82|420.7|SHIPPED|CARD|Hyderabad|TS|India
585|10586|10|2026-07-01|2026-07-03|9|67.64|2.8|12.18|608.76|SHIPPED|UPI|Hyderabad|TS|India
586|10613|37|2026-07-01|2026-07-03|9|481.21|31.88|86.62|4330.89|SHIPPED|CASH|Chennai|TS|India
587|10221|29|2026-07-01|2026-07-03|5|476.26|30.33|85.73|2381.3|SHIPPED|UPI|Pune|TS|India
588|10420|39|2026-07-01|2026-07-03|3|148.71|7.14|26.77|446.13|SHIPPED|CASH|Hyderabad|TS|India
589|10270|11|2026-07-01|2026-07-03|10|346.84|36.21|62.43|3468.4|SHIPPED|UPI|Pune|TS|India
590|10235|25|2026-07-01|2026-07-03|10|315.77|19.27|56.84|3157.7|SHIPPED|CARD|Hyderabad|TS|India
591|10931|33|2026-07-01|2026-07-03|4|285.22|34.22|51.34|1140.88|SHIPPED|CARD|Chennai|TS|India
592|10923|40|2026-07-01|2026-07-03|2|129.84|29.99|23.37|259.68|SHIPPED|CASH|Chennai|TS|India
593|10675|9|2026-07-01|2026-07-03|2|91.94|45.1|16.55|183.88|SHIPPED|CASH|Hyderabad|TS|India
594|10379|3|2026-07-01|2026-07-03|7|284.92|34.88|51.29|1994.44|SHIPPED|UPI|Hyderabad|TS|India
595|10390|23|2026-07-01|2026-07-03|8|405.3|29.45|72.95|3242.4|SHIPPED|CASH|Chennai|TS|India
596|10137|17|2026-07-01|2026-07-03|10|93.97|23.86|16.91|939.7|SHIPPED|CARD|Hyderabad|TS|India
597|10556|27|2026-07-01|2026-07-03|5|319.23|12.89|57.46|1596.15|SHIPPED|CARD|Chennai|TS|India
598|10120|34|2026-07-01|2026-07-03|1|310.09|0.36|55.82|310.09|SHIPPED|CASH|Hyderabad|TS|India
599|10109|10|2026-07-01|2026-07-03|6|233.98|21.3|42.12|1403.88|SHIPPED|CASH|Pune|TS|India
600|10433|37|2026-07-01|2026-07-03|5|434.74|18.28|78.25|2173.7|SHIPPED|UPI|Chennai|TS|India
601|10423|36|2026-07-01|2026-07-03|7|389.74|39.19|70.15|2728.18|SHIPPED|UPI|Hyderabad|TS|India
602|10495|17|2026-07-01|2026-07-03|6|301.59|49.43|54.29|1809.54|SHIPPED|CASH|Pune|TS|India
603|10875|43|2026-07-01|2026-07-03|7|381.1|5.95|68.6|2667.7|SHIPPED|CARD|Pune|TS|India
604|10520|26|2026-07-01|2026-07-03|3|95.13|39.3|17.12|285.39|SHIPPED|CASH|Chennai|TS|India
605|10987|41|2026-07-01|2026-07-03|1|122.33|0.26|22.02|122.33|SHIPPED|CARD|Hyderabad|TS|India
606|10445|6|2026-07-01|2026-07-03|8|466.64|3.2|84.0|3733.12|SHIPPED|CARD|Pune|TS|India
607|10741|25|2026-07-01|2026-07-03|2|324.06|46.53|58.33|648.12|SHIPPED|UPI|Chennai|TS|India
608|10986|39|2026-07-01|2026-07-03|9|178.91|2.87|32.2|1610.19|SHIPPED|CARD|Chennai|TS|India
609|10206|43|2026-07-01|2026-07-03|8|247.54|46.54|44.56|1980.32|SHIPPED|CASH|Pune|TS|India
610|10613|33|2026-07-01|2026-07-03|4|65.12|25.79|11.72|260.48|SHIPPED|CARD|Chennai|TS|India
611|10368|16|2026-07-01|2026-07-03|3|353.31|32.75|63.6|1059.93|SHIPPED|CARD|Hyderabad|TS|India
612|10361|43|2026-07-01|2026-07-03|5|400.85|19.76|72.15|2004.25|SHIPPED|CASH|Hyderabad|TS|India
613|10720|5|2026-07-01|2026-07-03|9|56.91|45.96|10.24|512.19|SHIPPED|CASH|Pune|TS|India
614|10356|23|2026-07-01|2026-07-03|9|461.75|48.16|83.11|4155.75|SHIPPED|UPI|Hyderabad|TS|India
615|10465|26|2026-07-01|2026-07-03|10|483.38|28.75|87.01|4833.8|SHIPPED|UPI|Hyderabad|TS|India
616|10572|5|2026-07-01|2026-07-03|7|277.81|25.16|50.01|1944.67|SHIPPED|UPI|Hyderabad|TS|India
617|10897|35|2026-07-01|2026-07-03|9|480.52|40.66|86.49|4324.68|SHIPPED|CASH|Pune|TS|India
618|10576|31|2026-07-01|2026-07-03|8|484.72|38.5|87.25|3877.76|SHIPPED|UPI|Pune|TS|India
619|10882|2|2026-07-01|2026-07-03|8|453.44|24.1|81.62|3627.52|SHIPPED|UPI|Hyderabad|TS|India
620|10225|44|2026-07-01|2026-07-03|7|335.15|35.06|60.33|2346.05|SHIPPED|UPI|Pune|TS|India
621|10009|45|2026-07-01|2026-07-03|6|282.43|41.61|50.84|1694.58|SHIPPED|CARD|Pune|TS|India
622|10766|22|2026-07-01|2026-07-03|2|229.52|3.8|41.31|459.04|SHIPPED|CARD|Pune|TS|India
623|10915|37|2026-07-01|2026-07-03|6|209.09|13.45|37.64|1254.54|SHIPPED|CASH|Chennai|TS|India
624|10204|16|2026-07-01|2026-07-03|4|274.55|36.77|49.42|1098.2|SHIPPED|UPI|Hyderabad|TS|India
625|10255|40|2026-07-01|2026-07-03|4|141.24|17.8|25.42|564.96|SHIPPED|CARD|Hyderabad|TS|India
626|10679|32|2026-07-01|2026-07-03|2|354.12|30.69|63.74|708.24|SHIPPED|CASH|Hyderabad|TS|India
627|10322|32|2026-07-01|2026-07-03|8|217.04|44.91|39.07|1736.32|SHIPPED|CASH|Pune|TS|India
628|10782|33|2026-07-01|2026-07-03|8|132.29|14.01|23.81|1058.32|SHIPPED|CARD|Chennai|TS|India
629|10818|28|2026-07-01|2026-07-03|3|74.37|23.92|13.39|223.11|SHIPPED|CASH|Hyderabad|TS|India
630|10881|44|2026-07-01|2026-07-03|9|206.28|38.8|37.13|1856.52|SHIPPED|UPI|Hyderabad|TS|India
631|10705|1|2026-07-01|2026-07-03|9|257.03|0.59|46.27|2313.27|SHIPPED|CARD|Pune|TS|India
632|10370|40|2026-07-01|2026-07-03|10|95.34|43.09|17.16|953.4|SHIPPED|CARD|Chennai|TS|India
633|10482|40|2026-07-01|2026-07-03|5|156.71|17.15|28.21|783.55|SHIPPED|CARD|Pune|TS|India
634|10717|49|2026-07-01|2026-07-03|7|144.74|18.62|26.05|1013.18|SHIPPED|UPI|Pune|TS|India
635|10134|37|2026-07-01|2026-07-03|8|130.95|34.3|23.57|1047.6|SHIPPED|CARD|Chennai|TS|India
636|10568|28|2026-07-01|2026-07-03|5|411.84|42.82|74.13|2059.2|SHIPPED|CARD|Hyderabad|TS|India
637|10009|12|2026-07-01|2026-07-03|3|262.84|21.08|47.31|788.52|SHIPPED|CARD|Chennai|TS|India
638|10323|32|2026-07-01|2026-07-03|9|290.29|15.0|52.25|2612.61|SHIPPED|CASH|Chennai|TS|India
639|10707|11|2026-07-01|2026-07-03|1|229.28|3.0|41.27|229.28|SHIPPED|UPI|Pune|TS|India
640|10342|17|2026-07-01|2026-07-03|2|252.43|18.05|45.44|504.86|SHIPPED|CASH|Chennai|TS|India
641|10421|8|2026-07-01|2026-07-03|5|204.86|17.55|36.87|1024.3|SHIPPED|CASH|Chennai|TS|India
642|10665|42|2026-07-01|2026-07-03|4|309.58|26.92|55.72|1238.32|SHIPPED|UPI|Pune|TS|India
643|10499|50|2026-07-01|2026-07-03|6|352.94|36.83|63.53|2117.64|SHIPPED|CARD|Pune|TS|India
644|10646|10|2026-07-01|2026-07-03|10|178.94|43.41|32.21|1789.4|SHIPPED|CASH|Pune|TS|India
645|10585|26|2026-07-01|2026-07-03|7|334.07|42.45|60.13|2338.49|SHIPPED|CARD|Hyderabad|TS|India
646|10321|21|2026-07-01|2026-07-03|3|204.63|32.65|36.83|613.89|SHIPPED|CASH|Pune|TS|India
647|10277|29|2026-07-01|2026-07-03|10|340.09|39.05|61.22|3400.9|SHIPPED|UPI|Chennai|TS|India
648|10461|27|2026-07-01|2026-07-03|10|284.42|8.37|51.2|2844.2|SHIPPED|CARD|Hyderabad|TS|India
649|10963|48|2026-07-01|2026-07-03|4|347.91|35.03|62.62|1391.64|SHIPPED|CARD|Hyderabad|TS|India
650|10097|5|2026-07-01|2026-07-03|3|228.67|46.84|41.16|686.01|SHIPPED|UPI|Chennai|TS|India
651|10406|34|2026-07-01|2026-07-03|1|61.86|38.25|11.13|61.86|SHIPPED|CARD|Hyderabad|TS|India
652|10086|42|2026-07-01|2026-07-03|5|328.15|46.58|59.07|1640.75|SHIPPED|UPI|Pune|TS|India
653|10290|29|2026-07-01|2026-07-03|4|161.33|31.32|29.04|645.32|SHIPPED|CARD|Chennai|TS|India
654|10679|23|2026-07-01|2026-07-03|3|62.86|43.02|11.31|188.58|SHIPPED|UPI|Pune|TS|India
655|10553|18|2026-07-01|2026-07-03|8|488.74|27.43|87.97|3909.92|SHIPPED|CARD|Chennai|TS|India
656|10611|30|2026-07-01|2026-07-03|9|129.67|31.55|23.34|1167.03|SHIPPED|CASH|Chennai|TS|India
657|10654|35|2026-07-01|2026-07-03|7|285.56|15.48|51.4|1998.92|SHIPPED|UPI|Pune|TS|India
658|10091|29|2026-07-01|2026-07-03|9|152.21|15.39|27.4|1369.89|SHIPPED|UPI|Pune|TS|India
659|10000|34|2026-07-01|2026-07-03|3|186.61|40.77|33.59|559.83|SHIPPED|CARD|Pune|TS|India
660|10008|45|2026-07-01|2026-07-03|5|261.14|46.1|47.01|1305.7|SHIPPED|UPI|Pune|TS|India
661|10817|19|2026-07-01|2026-07-03|1|394.64|29.85|71.04|394.64|SHIPPED|CARD|Chennai|TS|India
662|10903|36|2026-07-01|2026-07-03|6|134.86|21.86|24.27|809.16|SHIPPED|CARD|Hyderabad|TS|India
663|10225|17|2026-07-01|2026-07-03|7|422.79|3.96|76.1|2959.53|SHIPPED|CASH|Hyderabad|TS|India
664|10931|40|2026-07-01|2026-07-03|9|394.04|40.38|70.93|3546.36|SHIPPED|CASH|Pune|TS|India
665|10544|18|2026-07-01|2026-07-03|5|341.81|20.65|61.53|1709.05|SHIPPED|CARD|Hyderabad|TS|India
666|10652|30|2026-07-01|2026-07-03|3|180.32|30.89|32.46|540.96|SHIPPED|UPI|Chennai|TS|India
667|10328|2|2026-07-01|2026-07-03|10|271.4|7.61|48.85|2714.0|SHIPPED|CASH|Hyderabad|TS|India
668|10288|18|2026-07-01|2026-07-03|3|487.55|6.25|87.76|1462.65|SHIPPED|UPI|Chennai|TS|India
669|10154|1|2026-07-01|2026-07-03|1|154.76|24.68|27.86|154.76|SHIPPED|UPI|Pune|TS|India
670|10510|24|2026-07-01|2026-07-03|5|403.58|23.18|72.64|2017.9|SHIPPED|CARD|Pune|TS|India
671|10974|10|2026-07-01|2026-07-03|2|429.6|2.8|77.33|859.2|SHIPPED|UPI|Hyderabad|TS|India
672|10196|17|2026-07-01|2026-07-03|9|261.57|40.86|47.08|2354.13|SHIPPED|CARD|Hyderabad|TS|India
673|10998|29|2026-07-01|2026-07-03|4|223.16|12.36|40.17|892.64|SHIPPED|CARD|Hyderabad|TS|India
674|10096|34|2026-07-01|2026-07-03|8|380.9|33.3|68.56|3047.2|SHIPPED|CARD|Pune|TS|India
675|10319|21|2026-07-01|2026-07-03|7|356.65|7.93|64.2|2496.55|SHIPPED|CASH|Hyderabad|TS|India
676|10259|31|2026-07-01|2026-07-03|9|284.42|31.93|51.2|2559.78|SHIPPED|CARD|Pune|TS|India
677|10223|8|2026-07-01|2026-07-03|1|438.65|11.8|78.96|438.65|SHIPPED|UPI|Pune|TS|India
678|10282|38|2026-07-01|2026-07-03|1|125.31|5.98|22.56|125.31|SHIPPED|CARD|Hyderabad|TS|India
679|10707|31|2026-07-01|2026-07-03|1|311.48|34.42|56.07|311.48|SHIPPED|CARD|Pune|TS|India
680|10511|6|2026-07-01|2026-07-03|2|161.93|34.3|29.15|323.86|SHIPPED|UPI|Chennai|TS|India
681|10660|10|2026-07-01|2026-07-03|1|76.9|35.07|13.84|76.9|SHIPPED|CARD|Hyderabad|TS|India
